age,seniority,tenure,monthly_income,satisfaction_score,work_life_balance,overtime,commute_distance,promotion_last_5yrs,performance_score,trg_hrs_last_year,attrition,department_Engineering,department_Finance,department_HR,department_IT,department_Marketing,department_Operations,department_Sales
25,2,2,7633,3,1,0,6.9,0,3,12,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
35,2,8,8635,4,3,0,12.7,0,2,13,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
34,1,0,4947,4,3,0,6.4,0,2,20,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
60,3,14,12178,2,4,1,3.3,1,4,10,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
42,2,2,8748,4,2,0,25.2,0,3,11,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
24,1,1,5290,3,3,0,10.5,0,3,14,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
32,2,6,8707,5,4,0,4.4,0,3,15,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
48,3,5,10020,3,3,0,2.5,0,3,13,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
58,4,32,18057,2,3,0,3.8,1,3,12,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
22,1,0,6034,4,2,0,3.3,0,2,13,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
22,1,0,4300,5,3,1,6.4,0,3,16,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0
56,3,7,8953,4,4,0,5.4,0,3,14,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
41,4,14,12582,3,3,1,1.9,0,2,13,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
29,2,5,8786,1,4,0,25.0,1,2,14,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
43,3,15,12233,2,2,0,4.8,0,3,20,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
22,1,0,4495,5,4,0,3.1,0,2,19,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
38,4,15,12650,3,1,0,17.5,0,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
41,3,18,10684,5,4,1,4.2,0,2,15,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
47,4,23,17424,5,2,1,11.7,0,3,13,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
27,1,0,4944,3,3,1,15.6,0,4,13,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
38,1,3,3776,4,2,0,1.7,0,2,12,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
28,1,1,3859,2,2,1,2.4,0,2,9,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
40,4,17,11817,3,2,0,9.4,0,2,11,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
29,1,1,5725,4,3,0,7.3,0,3,15,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
33,1,3,6175,3,4,0,9.3,0,2,12,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
28,2,6,7584,3,3,0,4.2,0,2,18,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
44,2,3,5072,4,1,0,3.5,0,2,17,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
46,5,15,16318,4,1,0,20.5,0,3,7,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
35,1,1,3508,3,2,1,1.7,0,4,17,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
38,2,6,7523,3,1,0,8.5,0,3,13,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
23,1,0,4026,2,3,0,9.6,0,3,19,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
35,3,5,10275,5,3,0,1.6,0,3,15,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
37,4,15,14839,4,4,0,12.0,0,3,23,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
60,3,18,11631,3,2,0,8.1,1,3,17,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
26,1,0,4738,3,3,0,4.6,0,3,19,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
52,2,2,7239,3,4,0,6.4,0,4,19,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0
47,2,4,8525,3,3,1,13.4,0,3,12,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
40,3,17,10523,3,3,1,3.8,0,3,20,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
55,4,11,12324,3,4,0,2.9,0,4,13,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
41,4,11,11734,3,2,0,4.6,0,3,12,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
41,3,18,11351,4,1,0,7.8,0,3,13,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
37,3,14,12020,5,3,0,14.0,1,2,15,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
50,2,8,10324,1,3,1,17.6,0,3,12,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
48,3,10,9639,4,3,0,15.5,1,2,15,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,1,0,6203,4,3,0,13.5,0,2,17,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
24,1,1,5770,5,4,1,17.9,0,3,15,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
35,3,5,11492,3,3,0,11.2,0,3,21,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
29,2,6,7044,5,2,0,20.9,0,4,15,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
37,3,8,9588,4,3,1,7.7,0,3,14,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0
50,4,18,13315,3,2,0,2.8,0,3,18,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
33,2,2,8878,3,2,0,20.5,0,4,16,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
37,2,14,8341,4,1,0,8.8,0,2,15,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
38,2,4,7880,3,4,1,1.5,0,3,15,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
46,3,10,10668,3,3,1,9.4,0,2,14,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0
22,1,0,5571,3,2,0,3.0,0,3,19,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
31,3,7,8852,3,4,0,11.2,0,3,23,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
40,2,4,7983,2,4,0,14.3,0,3,21,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
50,2,6,6613,4,4,0,4.0,0,3,13,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
33,2,5,8700,5,1,1,6.2,0,2,25,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
22,1,0,4139,3,1,0,7.9,0,3,15,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
44,4,12,11430,4,1,0,14.5,0,2,13,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,1,1,4493,3,4,0,2.2,0,2,19,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
26,2,2,8511,3,3,1,10.9,0,3,11,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
31,2,3,7588,3,2,0,2.5,0,2,11,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
36,2,4,8844,4,4,0,8.9,0,2,13,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
31,3,8,11615,3,3,0,16.9,0,2,21,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
22,1,0,5309,3,3,1,7.0,0,3,7,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
46,3,5,11907,3,3,0,30.7,0,2,21,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
50,4,16,11484,4,3,0,5.1,0,3,15,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
44,4,18,13184,3,3,0,8.7,0,2,15,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
26,1,4,5836,3,3,1,6.2,0,3,14,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
35,3,9,10468,2,2,0,5.1,0,2,22,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
37,3,7,9199,4,1,1,10.3,0,2,15,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
43,4,15,14461,2,4,0,16.1,0,2,13,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
44,3,8,12386,4,4,0,22.8,0,3,17,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
30,3,6,11025,4,3,0,8.2,0,3,14,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
38,3,10,8926,1,3,0,15.1,0,3,16,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
42,2,8,7672,4,1,0,10.4,0,3,12,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
52,4,16,15696,4,3,1,1.5,0,2,19,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
45,2,8,8933,2,3,0,17.8,1,3,11,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
45,2,2,5680,5,2,0,12.4,0,4,15,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
38,3,7,11309,4,2,0,1.4,0,2,16,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
52,3,18,12635,3,3,1,9.4,0,4,11,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
42,4,19,11627,5,3,1,10.2,0,3,15,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
29,2,7,9077,1,3,0,2.1,0,3,10,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
52,5,15,13002,4,3,1,13.0,0,2,17,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
44,2,6,6174,2,4,1,6.6,0,2,15,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
33,3,11,10839,4,3,0,4.0,0,3,17,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
33,3,6,8684,2,1,1,29.6,0,3,11,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
40,2,12,9248,4,2,1,15.3,0,3,17,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
42,2,2,7247,3,3,0,7.0,0,3,23,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
39,3,11,12304,1,3,0,30.5,0,2,16,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
41,3,7,8046,2,3,0,3.8,0,3,12,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
54,3,12,12625,4,4,0,1.6,0,2,15,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
48,5,19,18508,3,3,0,2.9,0,3,18,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
39,4,15,15318,4,2,0,13.7,0,3,17,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
47,2,6,6299,3,3,0,24.7,0,2,9,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
27,1,3,6563,3,3,0,4.8,0,4,11,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
41,4,11,11240,5,1,0,6.9,1,3,15,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
56,5,16,14326,5,3,0,27.7,1,3,18,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
35,1,0,4143,5,4,0,4.3,0,4,22,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
29,2,5,9071,4,3,0,4.8,1,3,15,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
31,1,0,3395,2,3,1,4.9,1,2,14,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
27,1,1,5949,2,2,0,21.3,0,3,12,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
30,3,5,8549,2,2,1,2.0,0,2,8,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
34,4,11,10629,5,4,0,4.2,0,3,16,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
23,1,1,3692,3,3,0,8.7,0,3,13,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
38,3,10,10030,2,4,1,10.6,0,2,12,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
47,4,20,12314,3,4,0,16.2,0,1,16,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
28,1,2,4015,4,3,0,10.7,0,3,17,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
53,5,17,16281,2,4,0,12.1,0,1,13,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
43,3,7,11860,3,2,0,3.9,0,2,12,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
48,4,24,13335,2,2,1,7.6,0,3,20,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,3,6,12072,5,2,0,15.7,0,3,15,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
46,2,13,7484,3,2,0,5.1,0,3,14,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
27,2,3,8468,4,3,1,6.1,0,2,16,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
46,2,8,7415,5,3,0,10.5,0,2,20,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
39,4,15,11362,5,2,0,6.6,0,1,11,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
43,4,20,14944,3,2,0,11.5,0,4,17,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
26,2,2,8516,3,3,0,20.0,0,3,22,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
29,3,7,8936,4,3,1,8.2,0,3,17,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
43,3,8,11240,3,3,0,8.4,0,3,17,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
28,2,4,6310,4,3,0,11.4,0,3,20,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
42,1,4,6539,4,2,0,7.8,0,3,17,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
24,1,1,5012,4,2,0,5.2,0,2,11,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
46,4,18,14443,1,3,0,12.3,0,3,19,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
25,1,1,5376,3,2,0,13.9,0,2,11,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
43,3,6,8691,3,4,0,10.4,0,2,10,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
44,3,8,9390,5,3,1,21.3,0,3,7,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,3,8,11887,3,3,0,23.3,0,3,19,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
43,4,13,14633,3,3,1,3.3,0,3,12,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
40,4,14,11015,3,1,0,4.9,1,3,17,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
32,2,9,9427,4,3,1,22.5,0,2,15,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
27,3,5,9476,3,3,0,5.9,0,3,21,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
22,1,0,4360,4,3,1,12.3,0,3,22,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
41,2,11,10111,5,2,1,10.1,0,2,17,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
22,1,0,5461,2,3,0,11.2,0,2,19,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
38,3,5,9586,3,4,0,34.0,0,1,18,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
35,4,11,10797,3,2,0,5.9,0,2,16,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
44,4,12,14334,3,1,0,6.3,0,2,15,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
34,3,7,12519,3,2,0,1.0,0,2,25,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
34,1,1,4555,3,3,0,21.5,0,2,23,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
45,4,21,16089,2,3,0,32.1,1,2,24,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
41,3,6,11308,5,3,1,6.6,0,3,16,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
41,3,11,8935,4,4,0,10.1,0,2,8,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
42,2,6,9292,3,4,0,5.1,0,2,16,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
22,1,0,4703,3,3,0,7.9,0,3,18,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
45,5,18,15753,4,1,0,25.2,0,2,15,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
44,3,13,11769,4,3,0,4.6,0,3,19,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
27,3,5,11869,3,2,1,6.5,0,3,8,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
35,3,8,9238,5,2,0,9.5,0,2,18,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
37,1,1,5596,3,4,0,17.0,0,3,13,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
36,4,10,12667,5,3,0,3.6,1,2,14,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0
41,4,15,15354,5,4,0,23.4,0,3,11,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
52,3,18,11278,4,4,1,4.5,0,3,20,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
48,3,10,9240,4,3,0,9.5,0,2,17,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
24,1,1,4446,2,4,0,8.4,0,3,18,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
44,3,10,12726,5,3,0,11.2,1,2,16,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
51,3,24,12176,4,2,0,7.5,0,3,22,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
41,1,3,6003,3,3,1,16.2,1,1,12,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
48,4,17,13822,3,3,0,16.3,0,3,19,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
58,4,12,10554,4,3,0,14.1,0,2,16,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
48,2,3,6016,3,4,0,2.9,0,2,14,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
40,2,9,8306,3,3,0,18.0,0,2,13,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
48,5,21,18441,2,1,1,15.7,0,3,11,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
39,2,4,5253,4,2,0,17.6,0,2,7,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
38,2,2,5915,4,2,0,2.5,0,3,18,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
34,2,9,9253,3,2,1,10.5,0,3,11,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
53,3,7,9012,2,2,1,11.3,0,3,12,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
29,3,7,11560,2,3,0,5.5,0,3,18,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
53,3,6,9697,4,3,0,17.1,0,3,14,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
42,4,18,16213,2,3,1,15.7,0,3,17,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
24,1,1,4979,3,3,1,9.9,0,2,17,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
41,4,14,12279,4,2,1,34.8,0,3,16,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22,1,0,5492,2,3,1,10.3,1,2,14,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
44,5,16,14522,4,1,0,7.3,0,3,10,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
46,5,20,18508,3,4,1,18.4,0,2,15,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
32,1,0,4371,2,3,0,14.7,0,4,9,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
39,2,5,6874,3,2,0,10.0,1,2,18,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
57,4,26,16377,3,3,0,3.7,0,3,20,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
32,2,6,8131,3,1,0,14.9,1,3,18,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
27,2,3,6241,2,3,0,28.4,0,3,18,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
52,5,20,18496,3,2,0,15.6,0,3,15,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
57,1,1,4683,3,3,0,2.0,0,3,14,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
38,1,4,6827,3,3,0,8.9,0,3,10,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
48,3,8,12647,2,3,1,7.3,0,3,11,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
51,4,19,15434,3,2,0,10.4,0,3,14,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
30,1,1,3205,3,3,0,1.4,1,3,20,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
33,2,5,7415,4,3,0,9.3,0,3,16,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
50,2,7,8660,4,3,1,3.2,1,3,15,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
54,2,8,7125,2,4,0,7.2,0,2,13,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
43,3,6,8963,4,2,1,7.7,0,4,13,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
29,2,5,6847,3,3,1,8.0,0,2,15,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
57,4,17,16399,2,2,0,3.0,0,3,16,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
32,4,10,10330,1,2,1,10.1,0,3,13,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
34,2,4,6647,4,2,1,3.7,0,3,19,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
41,1,4,5242,4,3,1,3.2,0,3,18,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
53,4,22,14718,4,3,0,1.0,0,2,17,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
46,3,14,10757,4,3,1,8.7,1,3,8,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
42,2,4,7494,5,2,0,8.1,0,3,18,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
42,3,10,12571,3,3,1,9.5,0,2,10,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
38,2,13,8943,3,2,1,21.2,0,3,11,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
43,4,18,12480,2,3,0,11.3,0,2,9,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
22,1,0,4660,3,1,1,19.5,0,3,15,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
35,2,2,9246,3,2,1,21.0,0,4,10,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
40,2,9,8644,4,3,0,3.4,0,1,18,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
26,2,3,6368,4,4,0,22.2,0,3,15,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
41,3,5,7809,4,1,0,21.6,0,3,9,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
35,2,11,7965,4,3,0,9.7,0,2,17,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
55,1,2,3678,4,1,0,6.3,1,3,8,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
53,1,1,5888,3,4,0,22.9,0,2,14,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
33,1,1,5682,4,3,0,14.2,0,3,16,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
36,1,1,6179,2,3,0,3.1,1,4,20,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
37,3,14,10785,3,2,0,15.2,0,3,10,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
33,2,4,6738,2,4,0,2.6,0,4,17,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
39,4,14,15019,5,3,1,18.2,0,3,17,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
30,2,4,6072,5,2,0,6.7,0,3,12,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
26,1,0,5594,5,3,0,3.3,0,3,15,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
44,1,1,4496,5,2,0,2.2,0,3,15,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
44,4,17,12296,4,2,0,8.5,0,4,15,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
29,3,6,8807,5,2,1,12.9,1,2,12,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
46,4,19,14630,3,2,0,8.3,0,3,12,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
31,3,6,8424,3,3,0,9.8,0,3,24,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
40,2,2,6647,3,3,1,8.4,0,3,13,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
46,2,4,8476,2,3,1,19.3,0,3,15,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
37,4,10,9318,4,4,0,7.7,0,3,13,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
42,3,8,9404,2,3,0,6.3,0,3,14,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
32,1,4,6987,4,2,1,13.1,0,2,15,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
36,2,8,9753,5,2,0,6.1,1,2,18,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
35,1,0,5504,4,2,0,11.0,0,4,10,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
30,3,8,11047,2,3,1,2.4,0,3,22,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
36,4,13,11217,3,3,0,2.2,0,2,16,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
22,1,0,4857,2,4,0,12.9,0,4,16,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
33,2,4,8566,2,1,0,12.7,0,3,14,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
35,2,7,8836,4,4,0,14.7,0,4,12,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
35,1,4,5393,3,1,0,3.5,0,2,18,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
35,3,13,9720,1,3,0,3.4,0,4,16,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
37,3,11,11694,1,4,0,9.0,0,3,12,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
42,3,15,8753,4,3,1,12.3,0,3,18,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
46,3,5,9338,4,3,0,3.0,0,2,13,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
31,3,7,9382,4,2,0,1.1,0,3,10,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
25,1,1,4510,3,4,1,17.6,0,3,13,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
27,2,2,5687,3,2,0,7.6,0,1,18,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
33,4,10,13505,4,2,0,6.5,0,2,18,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
34,2,8,7566,4,3,0,6.5,0,2,9,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
30,1,4,4608,1,2,0,9.4,0,2,18,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
25,1,0,4122,5,3,0,2.9,0,2,14,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
33,3,8,12352,4,1,0,7.1,0,3,15,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
39,2,3,8325,2,4,1,7.1,0,2,17,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
43,4,15,15127,1,2,0,2.7,0,4,13,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
32,2,6,6705,4,3,1,9.2,0,3,13,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
33,1,1,4841,5,4,1,4.1,0,2,15,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
