EmployeeID,age,department,seniority,tenure,monthly_income,satisfaction_score,work_life_balance,overtime,commute_distance,promotion_last_5yrs,performance_score,trg_hrs_last_year,attrition,attrition_probability,risk_category
EMP2327,34,Engineering,2,2,9243,2,3,No,6.8,No,3,19,0,0.537131644723164,Medium Risk
EMP2328,44,Marketing,2,6,7334,4,1,No,11.9,No,2,10,0,0.5425213882106297,Medium Risk
EMP2329,46,Sales,2,3,6280,3,2,No,12.7,No,3,18,0,0.5544783869036077,Medium Risk
EMP2330,35,HR,4,12,9868,3,3,No,6.1,No,3,15,0,0.22955765833522934,Low Risk
EMP2331,37,Sales,1,3,4949,3,4,No,8.2,No,3,12,0,0.4353796004778206,Medium Risk
EMP2332,22,Engineering,1,0,6135,3,1,No,6.5,No,3,18,0,0.6052761580628127,High Risk
EMP2333,34,Sales,1,0,4677,3,2,No,1.3,No,3,13,0,0.5620417664544852,Medium Risk
EMP2334,46,IT,2,6,8887,4,3,No,9.3,No,3,15,0,0.4105495744602325,Medium Risk
EMP2335,43,HR,4,16,11143,4,3,No,3.5,No,2,15,0,0.20054284265577868,Low Risk
EMP2336,43,IT,1,3,6197,2,2,No,10.9,No,3,13,0,0.6235860908209004,High Risk
EMP2337,38,Sales,4,10,11283,4,4,Yes,9.9,No,3,15,0,0.4113148676617416,Medium Risk
EMP2338,38,Marketing,2,2,6382,3,2,Yes,1.0,No,3,13,0,0.6805162416781904,High Risk
EMP2339,31,Engineering,1,2,5821,5,2,No,7.5,No,3,20,0,0.4330103608829665,Medium Risk
EMP2340,44,Engineering,2,11,10318,3,3,No,5.9,No,3,20,0,0.45073726421335775,Medium Risk
EMP2341,42,Operations,1,0,3977,1,3,No,10.5,No,2,23,0,0.6772034644482482,High Risk
EMP2342,42,IT,1,3,5999,3,1,No,17.3,No,2,18,0,0.6530830553100372,High Risk
EMP2343,32,Sales,1,0,5133,3,4,No,4.5,No,3,18,0,0.45667119073061235,Medium Risk
EMP2344,22,IT,1,0,6337,1,1,No,20.4,No,2,17,1,0.741335663815278,High Risk
EMP2345,48,Finance,3,13,11484,3,2,No,4.6,No,2,18,0,0.44134811721674555,Medium Risk
EMP2346,33,IT,2,7,9915,5,4,No,6.5,No,2,16,0,0.29140185725598633,Low Risk
EMP2347,29,Marketing,2,6,7802,4,2,No,6.7,No,3,15,0,0.44582836493039557,Medium Risk
EMP2348,44,IT,4,16,15559,4,4,No,20.1,No,2,12,0,0.2823644762380856,Low Risk
EMP2349,34,Operations,3,11,9192,3,2,Yes,1.7,No,3,11,0,0.6036343391791411,High Risk
EMP2350,48,Sales,5,21,14530,3,1,Yes,7.3,No,3,18,0,0.5809621087984942,Medium Risk
EMP2351,44,Engineering,3,22,14500,3,2,No,2.6,No,2,14,1,0.4238684108666676,Medium Risk
EMP2352,44,Sales,3,13,9598,2,3,No,6.1,No,2,8,0,0.4318725122252311,Medium Risk
EMP2353,24,Marketing,1,1,5071,2,3,No,17.0,No,3,14,0,0.5649447996887593,Medium Risk
EMP2354,50,Operations,1,3,4648,4,2,No,36.4,No,1,12,0,0.6164589168676347,High Risk
EMP2355,40,Operations,4,13,10997,4,3,Yes,12.7,No,2,8,0,0.4677784827720928,Medium Risk
EMP2356,34,Finance,2,2,7320,2,3,No,3.8,No,2,16,0,0.4808564458593414,Medium Risk
EMP2357,39,Engineering,2,12,10453,3,3,Yes,4.4,No,2,11,0,0.5969551816675458,Medium Risk
EMP2358,22,Sales,1,0,4960,2,4,Yes,3.0,No,4,20,1,0.6511189052356026,High Risk
EMP2359,42,Sales,3,17,10732,3,3,No,2.9,No,2,18,0,0.37595640164988414,Medium Risk
EMP2360,27,Finance,2,2,7619,4,4,No,5.8,No,3,13,0,0.2935341555840968,Low Risk
EMP2361,24,Sales,1,1,5733,1,3,No,5.3,No,3,14,0,0.6119279711229084,High Risk
EMP2362,22,Sales,1,0,4384,4,3,No,9.1,No,3,14,0,0.42703980714790224,Medium Risk
EMP2363,49,Engineering,3,8,11875,2,2,Yes,10.4,No,3,15,0,0.720739096278139,High Risk
EMP2364,31,Sales,2,2,5137,3,2,Yes,5.7,No,3,12,0,0.6529594927092458,High Risk
EMP2365,53,Sales,3,13,9429,3,3,No,8.7,No,4,18,0,0.39800143574965985,Medium Risk
EMP2366,32,Sales,3,10,10180,3,4,No,12.9,No,3,10,0,0.3329130649165792,Medium Risk
EMP2367,22,IT,1,0,7446,4,2,No,8.1,No,4,15,1,0.5007972868757865,Medium Risk
EMP2368,26,Sales,1,2,5442,5,3,No,4.5,No,2,22,0,0.4004854737747357,Medium Risk
EMP2369,50,Operations,4,18,11419,3,4,Yes,3.5,No,3,13,0,0.43568734146660887,Medium Risk
EMP2370,36,Sales,2,3,6988,4,2,Yes,4.5,No,4,14,0,0.6273836623084837,High Risk
EMP2371,32,Operations,3,8,8565,3,3,No,15.1,No,3,6,0,0.391065319357496,Medium Risk
EMP2372,39,Marketing,4,10,12320,5,2,No,15.9,No,2,16,1,0.35203779019006964,Medium Risk
EMP2373,43,Operations,4,16,10989,5,3,No,5.7,Yes,3,16,0,0.20776439935950564,Low Risk
EMP2374,49,Operations,3,27,11869,2,2,No,12.6,No,3,14,0,0.4701581535807734,Medium Risk
EMP2375,52,Marketing,3,26,12265,5,1,No,3.1,No,3,14,0,0.3499105361340406,Medium Risk
EMP2376,34,IT,1,0,4649,4,3,No,14.3,No,1,16,0,0.45511674409003716,Medium Risk
EMP2377,24,Marketing,2,2,7095,5,2,No,8.1,No,2,20,0,0.4189983333455207,Medium Risk
EMP2378,33,Finance,1,2,4520,4,2,No,17.7,No,3,13,0,0.4572741717885518,Medium Risk
EMP2379,40,Engineering,3,13,12345,2,4,No,10.9,No,3,14,0,0.3850772218499698,Medium Risk
EMP2380,28,IT,1,2,6399,4,2,No,23.0,No,3,17,0,0.5209026507187825,Medium Risk
EMP2381,28,Operations,2,6,7345,4,3,No,2.5,No,1,17,0,0.40756741542495645,Medium Risk
EMP2382,41,Sales,5,18,14718,2,4,No,13.5,No,3,15,0,0.3029360024228424,Medium Risk
EMP2383,37,Marketing,2,2,7184,4,1,Yes,4.3,No,3,12,0,0.6998737658462294,High Risk
EMP2384,38,Operations,1,1,4077,4,4,No,3.8,No,2,6,0,0.3883900192557541,Medium Risk
EMP2385,30,Operations,1,0,3736,5,3,No,8.5,No,3,13,0,0.3912794692828946,Medium Risk
EMP2386,35,IT,3,8,12383,4,3,Yes,4.9,No,3,9,0,0.5173464234513936,Medium Risk
EMP2387,28,Sales,3,5,8220,3,3,No,13.6,No,3,14,0,0.3947693568080472,Medium Risk
EMP2388,46,Engineering,3,5,11612,5,3,No,11.0,Yes,3,16,0,0.30652206426828565,Medium Risk
EMP2389,48,HR,4,23,12546,4,3,No,1.4,No,3,19,0,0.18564890228522896,Low Risk
EMP2390,22,Sales,1,0,3507,3,4,Yes,11.9,No,2,22,0,0.6100138405242572,High Risk
EMP2391,28,Engineering,1,2,5092,1,3,No,9.2,No,3,12,0,0.5659745888720947,Medium Risk
EMP2392,23,Marketing,1,0,5295,4,2,No,4.9,No,2,21,0,0.5242513180041086,Medium Risk
EMP2393,31,Sales,3,8,8572,2,3,No,4.7,No,2,10,1,0.42524880000185517,Medium Risk
EMP2394,37,Engineering,3,14,13054,5,4,No,3.0,No,3,15,0,0.22850030314413156,Low Risk
EMP2395,23,Sales,1,0,4062,5,2,No,2.8,No,4,25,0,0.4295301800106919,Medium Risk
EMP2396,28,Finance,2,4,8433,3,2,No,12.1,No,2,20,0,0.5021978128928126,Medium Risk
EMP2397,27,Engineering,1,1,6351,2,3,No,12.9,No,3,21,0,0.5633691131717636,Medium Risk
EMP2398,40,Sales,2,14,8902,4,4,No,4.5,No,2,14,0,0.31429651962752647,Medium Risk
EMP2399,38,HR,3,8,8621,3,3,No,6.1,No,3,7,0,0.2836542141384064,Low Risk
EMP2400,30,Sales,1,2,4912,3,3,Yes,3.9,No,2,15,0,0.6667947069957971,High Risk
EMP2401,39,IT,2,9,10339,3,2,Yes,18.5,No,3,17,0,0.7032138371362815,High Risk
EMP2402,32,Engineering,1,3,5961,4,3,No,5.0,No,1,24,0,0.4471601052776383,Medium Risk
EMP2403,35,Operations,2,9,7256,5,2,Yes,30.3,No,3,15,0,0.6055535299168743,High Risk
EMP2404,54,HR,3,6,8555,3,2,No,5.1,No,3,12,0,0.3917599656796032,Medium Risk
EMP2405,51,Operations,2,3,5000,4,3,No,7.2,No,2,15,0,0.432748637941241,Medium Risk
EMP2406,25,Sales,2,2,7362,3,3,No,9.7,No,3,21,0,0.47379182535502296,Medium Risk
EMP2407,46,Sales,3,11,9666,5,2,Yes,6.1,No,2,14,0,0.5314199249580045,Medium Risk
EMP2408,46,Operations,4,15,11704,1,4,No,4.5,No,2,19,0,0.41996454512201425,Medium Risk
EMP2409,26,Sales,2,3,6503,3,3,No,7.9,No,3,11,0,0.4283753804356236,Medium Risk
EMP2410,46,Finance,2,8,9120,2,3,No,4.0,No,3,12,0,0.47577097467124563,Medium Risk
EMP2411,53,Engineering,2,2,8832,2,2,No,8.5,No,2,22,0,0.6492217053049061,High Risk
EMP2412,26,Finance,2,3,7587,3,4,No,10.9,Yes,2,13,0,0.31164674111894813,Medium Risk
EMP2413,28,IT,1,1,5730,3,3,No,5.1,No,2,19,0,0.4904501872559558,Medium Risk
EMP2414,48,IT,4,12,14811,3,3,No,6.4,Yes,4,19,0,0.3434042325982948,Medium Risk
EMP2415,40,Engineering,5,18,19035,3,4,Yes,5.4,No,2,15,0,0.44335806968816505,Medium Risk
EMP2416,43,Engineering,2,6,9112,3,4,No,1.9,Yes,3,13,0,0.3410833930595406,Medium Risk
EMP2417,41,IT,2,9,8824,3,3,Yes,4.7,No,3,13,0,0.592789587450978,Medium Risk
EMP2418,41,Operations,3,11,9386,4,3,No,21.5,No,2,17,0,0.38962863409232773,Medium Risk
EMP2419,24,Sales,1,1,4499,4,2,No,15.5,No,2,21,0,0.524729492069318,Medium Risk
EMP2420,48,Marketing,1,2,5701,2,2,No,16.3,No,2,18,1,0.6917786654174201,High Risk
EMP2421,49,Sales,3,25,11477,1,3,No,2.0,No,2,11,0,0.4385074556151765,Medium Risk
EMP2422,35,IT,2,8,8639,1,4,No,11.3,No,3,16,0,0.4802435897533067,Medium Risk
EMP2423,37,Sales,3,12,10684,3,3,Yes,2.2,No,4,17,0,0.5536773915278153,Medium Risk
EMP2424,22,Marketing,1,0,4763,3,3,Yes,8.0,No,4,23,0,0.6661501208572214,High Risk
EMP2425,43,Finance,3,11,11097,3,2,No,5.8,No,2,16,0,0.43718715726719226,Medium Risk
EMP2426,43,IT,4,18,15118,4,3,No,7.3,No,1,10,0,0.2971536335127965,Low Risk
EMP2427,37,Operations,4,14,12045,4,2,No,7.5,No,2,22,0,0.38143307210353145,Medium Risk
EMP2428,49,Sales,2,7,8496,2,2,No,19.4,No,2,20,0,0.6505735728494719,High Risk
EMP2429,34,Marketing,3,11,10255,2,3,No,5.5,No,3,18,0,0.4465394533171574,Medium Risk
EMP2430,43,IT,4,19,15512,3,1,No,21.2,No,3,11,0,0.47724002990740994,Medium Risk
EMP2431,27,Finance,2,5,8610,3,2,No,5.1,No,2,16,0,0.47375006330196656,Medium Risk
EMP2432,37,Finance,4,11,12818,3,3,No,9.2,No,4,13,0,0.31083154118706047,Medium Risk
EMP2433,36,Operations,2,9,6974,4,2,No,9.8,No,3,12,0,0.4408867825601418,Medium Risk
EMP2434,40,Engineering,1,1,7095,2,4,No,12.7,No,3,9,0,0.5181477752567866,Medium Risk
EMP2435,34,Finance,3,7,10787,3,2,Yes,6.0,No,3,17,0,0.6095309253975834,High Risk
EMP2436,36,Sales,3,12,10531,4,2,No,4.0,No,3,14,0,0.38765028876391044,Medium Risk
EMP2437,46,Engineering,5,24,19166,5,2,No,19.6,No,2,13,0,0.2845706166046325,Low Risk
EMP2438,33,Operations,3,6,7396,4,4,No,16.7,No,2,17,0,0.31020387955450446,Medium Risk
EMP2439,22,Sales,1,0,4996,2,2,Yes,6.1,No,4,20,1,0.7605588756066037,High Risk
EMP2440,55,Engineering,5,22,18725,4,3,No,6.7,No,3,17,0,0.2811411937264946,Low Risk
EMP2441,51,Engineering,4,15,16165,4,3,Yes,3.6,No,2,16,0,0.5141551315894957,Medium Risk
EMP2442,25,Sales,2,2,6701,2,1,No,14.6,No,3,15,0,0.6386194814161701,High Risk
EMP2443,44,Operations,2,3,6333,4,4,Yes,9.6,No,4,13,0,0.5352331635895351,Medium Risk
EMP2444,32,Finance,1,0,5735,5,3,No,8.8,No,2,9,0,0.36115467503810555,Medium Risk
EMP2445,40,Sales,4,15,12339,4,2,Yes,8.5,No,4,15,0,0.5086783107828473,Medium Risk
EMP2446,40,HR,5,18,12232,3,3,No,14.8,No,2,14,1,0.20217897852714622,Low Risk
EMP2447,35,HR,2,6,7030,3,3,No,11.1,No,3,19,0,0.358565562118641,Medium Risk
EMP2448,30,Sales,2,6,7183,2,4,Yes,31.6,Yes,2,14,0,0.6102824082337833,High Risk
EMP2449,31,Operations,1,2,4513,3,3,No,7.4,No,2,11,0,0.5091784893698258,Medium Risk
EMP2450,28,Engineering,1,0,6209,4,2,No,6.1,Yes,2,13,0,0.45467843874174435,Medium Risk
EMP2451,29,Operations,2,7,7382,5,3,No,7.2,No,2,10,0,0.33502129811245507,Medium Risk
EMP2452,37,Sales,3,9,9977,3,3,No,14.4,No,2,15,1,0.4280775523271913,Medium Risk
EMP2453,30,Engineering,2,8,9932,3,3,No,8.4,No,3,18,0,0.4372434443774794,Medium Risk
EMP2454,44,Sales,4,21,12176,2,3,No,7.1,No,2,28,1,0.388627793358364,Medium Risk
EMP2455,52,Sales,3,12,9864,4,3,No,7.1,No,2,20,0,0.3761121869877388,Medium Risk
EMP2456,32,Operations,3,6,7991,4,4,No,20.0,No,4,18,0,0.3082696613827831,Medium Risk
EMP2457,40,Sales,1,0,4589,3,2,No,9.6,No,3,13,0,0.5888995102055185,Medium Risk
EMP2458,42,Sales,1,0,4400,4,3,No,4.8,No,2,15,0,0.4746988138693791,Medium Risk
EMP2459,42,IT,4,19,16628,4,2,Yes,13.9,No,2,17,0,0.5587847454192078,Medium Risk
EMP2460,38,Marketing,2,13,8268,4,3,No,8.1,No,3,9,0,0.35042115775982097,Medium Risk
EMP2461,45,Sales,4,14,12005,3,3,No,26.3,No,2,10,0,0.3855448776429665,Medium Risk
EMP2462,42,IT,2,10,9676,4,3,Yes,1.0,No,3,24,0,0.5617522717449318,Medium Risk
EMP2463,25,Sales,2,3,6516,4,4,Yes,6.3,No,2,8,0,0.48140400569745356,Medium Risk
EMP2464,46,Operations,2,8,7068,2,3,No,9.1,No,3,10,0,0.5190388050089285,Medium Risk
EMP2465,46,Sales,3,16,11570,3,3,Yes,8.7,Yes,3,11,0,0.5234977739334551,Medium Risk
EMP2466,30,Marketing,2,3,7631,5,1,Yes,15.7,No,3,18,0,0.6665498233396256,High Risk
EMP2467,38,Marketing,3,6,10655,2,3,No,1.4,No,3,13,0,0.484345262791175,Medium Risk
EMP2468,44,Sales,1,0,4265,3,1,No,4.2,No,4,10,0,0.6266837637874786,High Risk
EMP2469,35,Marketing,2,8,8586,3,4,No,19.0,Yes,1,18,0,0.3948868467283362,Medium Risk
EMP2470,48,Marketing,3,12,10394,2,3,No,5.8,No,3,17,0,0.4704964275829085,Medium Risk
EMP2471,60,Operations,4,23,12253,2,3,No,20.7,No,3,19,0,0.42419764207923205,Medium Risk
EMP2472,30,Operations,1,1,3459,3,2,Yes,11.2,No,2,17,0,0.7339330040308297,High Risk
EMP2473,24,HR,1,1,3616,4,4,No,7.3,No,2,15,0,0.27054024970529084,Low Risk
EMP2474,41,HR,2,14,7727,5,3,No,6.2,No,3,10,0,0.21359158165611236,Low Risk
EMP2475,45,Marketing,4,16,14173,4,2,No,7.8,No,2,16,0,0.39162069265648747,Medium Risk
EMP2476,35,Finance,4,12,13841,4,2,No,8.8,No,3,19,0,0.3404536160732875,Medium Risk
EMP2477,52,Engineering,3,6,11816,4,3,Yes,21.1,No,2,16,1,0.6105324471883256,High Risk
EMP2478,24,HR,1,0,4572,4,3,No,9.5,Yes,3,14,0,0.30029149125776966,Medium Risk
EMP2479,44,Marketing,3,11,10488,4,2,Yes,9.3,Yes,3,15,0,0.552453369922397,Medium Risk
EMP2480,31,IT,2,2,7931,5,1,No,7.4,No,4,13,0,0.44175824155928645,Medium Risk
EMP2481,55,Marketing,4,22,13868,4,1,No,6.3,No,2,13,0,0.4135253821988811,Medium Risk
EMP2482,57,Sales,4,22,13760,3,3,No,28.1,No,2,14,0,0.39264302181438177,Medium Risk
EMP2483,30,Marketing,1,0,5072,3,3,No,3.9,No,3,17,0,0.5100734566127965,Medium Risk
EMP2484,32,Operations,2,2,6252,3,4,No,10.0,No,2,17,0,0.426211207981743,Medium Risk
EMP2485,46,Operations,5,15,12724,3,3,No,19.6,No,3,10,0,0.32248434958418287,Medium Risk
EMP2486,34,Operations,2,9,7901,3,3,No,15.5,No,2,14,0,0.47284730570111905,Medium Risk
EMP2487,37,Operations,1,0,5123,5,3,Yes,7.5,No,3,12,0,0.6013327457940011,High Risk
EMP2488,38,Engineering,1,4,6686,5,3,Yes,24.4,Yes,2,11,0,0.5395064744506988,Medium Risk
EMP2489,22,HR,1,0,4459,3,3,Yes,7.1,No,3,23,0,0.5736361127910726,Medium Risk
EMP2490,37,Operations,2,2,5857,3,2,Yes,9.3,No,2,13,1,0.7083156382895952,High Risk
EMP2491,31,Engineering,1,0,6637,2,2,No,4.3,No,4,13,1,0.6047706945301404,High Risk
EMP2492,33,Engineering,1,1,6437,4,3,No,13.8,No,4,14,0,0.44115885828305557,Medium Risk
EMP2493,52,Operations,3,25,10694,5,2,No,12.2,No,2,17,0,0.32125572404035163,Medium Risk
EMP2494,25,Operations,1,0,4426,3,3,No,9.7,No,3,17,1,0.5171494133227643,Medium Risk
EMP2495,46,IT,5,18,18003,3,3,No,6.3,Yes,2,15,0,0.29676453050490276,Low Risk
EMP2496,35,IT,2,5,8960,4,3,Yes,12.4,No,3,20,0,0.585660489128558,Medium Risk
EMP2497,35,Sales,3,8,9554,3,4,Yes,20.3,No,3,13,0,0.5330473740016913,Medium Risk
EMP2498,45,IT,4,21,15886,3,3,No,8.3,No,3,14,0,0.3343994817061907,Medium Risk
EMP2499,41,Sales,3,17,10558,2,3,No,7.9,No,3,15,0,0.41974631346098756,Medium Risk
EMP2500,43,Finance,5,15,16674,3,2,No,4.0,No,3,12,0,0.34811255714860156,Medium Risk
EMP2501,47,Sales,1,1,4475,4,4,No,11.5,No,2,11,0,0.4212492017817489,Medium Risk
EMP2502,34,Engineering,3,12,12276,3,4,No,7.7,No,2,11,0,0.32410764340944553,Medium Risk
EMP2503,31,IT,2,7,9725,5,2,No,6.9,No,3,19,0,0.3949500044320004,Medium Risk
EMP2504,27,Engineering,1,2,6013,2,4,No,14.5,No,3,6,0,0.4585128546552357,Medium Risk
EMP2505,29,Finance,2,7,8669,3,2,No,5.3,No,3,11,1,0.4438741426325142,Medium Risk
EMP2506,60,Sales,2,9,7410,3,2,Yes,21.5,No,4,17,1,0.7229589227533754,High Risk
EMP2507,50,Sales,4,22,12764,5,4,Yes,1.5,No,3,20,0,0.31501072177165246,Medium Risk
EMP2508,24,Engineering,1,0,6770,4,4,No,1.0,No,2,11,0,0.36441607008913574,Medium Risk
EMP2509,24,Marketing,2,2,6579,5,3,No,7.7,No,2,12,0,0.3346496724672887,Medium Risk
EMP2510,42,Sales,3,11,9948,2,3,No,7.9,No,3,12,0,0.4515439092413561,Medium Risk
EMP2511,43,Engineering,2,8,9534,4,1,No,11.1,No,2,11,0,0.5274409536431852,Medium Risk
EMP2512,43,Finance,2,4,8539,2,2,No,6.5,No,3,14,1,0.5618064420873028,Medium Risk
EMP2513,35,Sales,2,8,7414,2,2,No,21.0,Yes,2,20,0,0.5540983729518297,Medium Risk
EMP2514,36,Engineering,1,1,6396,1,1,No,15.5,No,2,14,0,0.7455599674993231,High Risk
EMP2515,41,IT,3,7,11631,3,3,No,2.6,No,2,18,0,0.4307479056088636,Medium Risk
EMP2516,38,Engineering,3,10,12594,2,2,No,5.8,No,3,18,0,0.5318920855656636,Medium Risk
EMP2517,22,Engineering,1,0,6871,3,3,No,16.2,No,3,13,0,0.5025875917432445,Medium Risk
EMP2518,35,Finance,3,13,10916,3,1,No,5.7,No,3,12,0,0.4450257354633602,Medium Risk
EMP2519,29,Operations,1,3,4690,5,1,No,2.5,No,2,16,0,0.5121550809845707,Medium Risk
EMP2520,39,Operations,1,3,4153,4,2,No,9.5,No,3,14,0,0.5181159025270619,Medium Risk
EMP2521,60,IT,4,25,16147,3,3,Yes,7.4,Yes,2,15,0,0.4750906798502045,Medium Risk
EMP2522,41,Sales,3,9,8973,5,3,No,15.5,No,4,14,0,0.2955284211267101,Low Risk
EMP2523,34,IT,3,7,11343,2,2,No,2.4,No,3,16,0,0.5159063143116287,Medium Risk
EMP2524,47,IT,4,12,15121,3,3,No,12.8,No,3,15,0,0.4015791505981406,Medium Risk
EMP2525,42,Operations,4,19,11901,3,3,No,6.9,No,2,17,0,0.33688551264297695,Medium Risk
EMP2526,42,HR,4,13,10922,2,4,Yes,4.4,No,2,13,0,0.39859404914322677,Medium Risk
EMP2527,44,Operations,3,20,11008,2,3,No,10.7,No,2,12,0,0.43781601086964855,Medium Risk
EMP2528,58,Sales,3,33,12624,5,2,No,6.4,No,2,20,0,0.2895473894131255,Low Risk
EMP2529,26,Operations,1,4,4401,2,2,No,14.5,No,3,13,0,0.6071086741505312,High Risk
EMP2530,42,Sales,2,3,6750,5,3,No,15.9,No,3,16,0,0.3806138248824394,Medium Risk
EMP2531,28,Operations,2,6,5879,2,2,No,6.3,No,4,12,1,0.5249790010530656,Medium Risk
EMP2532,43,Marketing,4,18,14704,5,3,No,2.8,No,2,12,0,0.26185242637643136,Low Risk
EMP2533,28,Sales,3,5,8852,3,4,No,3.7,No,3,17,0,0.33545870121422916,Medium Risk
EMP2534,33,Operations,1,0,4479,4,2,No,7.7,No,3,15,0,0.5334095545462364,Medium Risk
EMP2535,35,Marketing,2,12,8702,3,4,No,12.8,No,3,9,0,0.362248145125248,Medium Risk
EMP2536,47,Finance,4,23,15868,3,2,No,7.8,No,2,26,0,0.3932671905804885,Medium Risk
EMP2537,47,Engineering,3,23,14162,3,3,Yes,6.7,No,3,15,0,0.5282332549218663,Medium Risk
EMP2538,25,Operations,1,1,4629,3,2,No,17.5,No,3,11,0,0.5780930728629207,Medium Risk
EMP2539,38,Marketing,3,11,11298,2,2,Yes,2.8,No,4,20,0,0.6923610278283301,High Risk
EMP2540,30,Engineering,3,6,10598,3,3,No,15.1,No,3,16,0,0.40277492890709243,Medium Risk
EMP2541,25,Marketing,2,2,7633,3,1,No,6.9,No,3,12,0,0.5797367184490773,Medium Risk
EMP2542,35,Finance,2,8,8635,4,3,No,12.7,No,2,13,0,0.3594698271052785,Medium Risk
EMP2543,34,Finance,1,0,4947,4,3,No,6.4,No,2,20,0,0.4233393268952544,Medium Risk
EMP2544,60,Engineering,3,14,12178,2,4,Yes,3.3,Yes,4,10,0,0.5143618597582958,Medium Risk
EMP2545,42,Engineering,2,2,8748,4,2,No,25.2,No,3,11,0,0.5122640143324625,Medium Risk
EMP2546,24,Marketing,1,1,5290,3,3,No,10.5,No,3,14,0,0.49937767105009095,Medium Risk
EMP2547,32,IT,2,6,8707,5,4,No,4.4,No,3,15,0,0.265090213926644,Low Risk
EMP2548,48,Finance,3,5,10020,3,3,No,2.5,No,3,13,0,0.39175585930419193,Medium Risk
EMP2549,58,Engineering,4,32,18057,2,3,No,3.8,Yes,3,12,0,0.3158531834752439,Medium Risk
EMP2550,22,Engineering,1,0,6034,4,2,No,3.3,No,2,13,0,0.4775857104054788,Medium Risk
EMP2551,22,HR,1,0,4300,5,3,Yes,6.4,No,3,16,1,0.4404971737620473,Medium Risk
EMP2552,56,Operations,3,7,8953,4,4,No,5.4,No,3,14,0,0.3405117276964072,Medium Risk
EMP2553,41,Sales,4,14,12582,3,3,Yes,1.9,No,2,13,0,0.5206788484273942,Medium Risk
EMP2554,29,Finance,2,5,8786,1,4,No,25.0,Yes,2,14,0,0.4594352080966598,Medium Risk
EMP2555,43,Engineering,3,15,12233,2,2,No,4.8,No,3,20,0,0.49863779375407413,Medium Risk
EMP2556,22,Sales,1,0,4495,5,4,No,3.1,No,2,19,0,0.32425015782145505,Medium Risk
EMP2557,38,Sales,4,15,12650,3,1,No,17.5,No,1,10,0,0.4914430888837493,Medium Risk
EMP2558,41,Operations,3,18,10684,5,4,Yes,4.2,No,2,15,0,0.3767398010854496,Medium Risk
EMP2559,47,IT,4,23,17424,5,2,Yes,11.7,No,3,13,0,0.47338976738608995,Medium Risk
EMP2560,27,Sales,1,0,4944,3,3,Yes,15.6,No,4,13,0,0.6743548774012017,High Risk
EMP2561,38,HR,1,3,3776,4,2,No,1.7,No,2,12,0,0.3818137987787899,Medium Risk
EMP2562,28,Sales,1,1,3859,2,2,Yes,2.4,No,2,9,0,0.7409906739318319,High Risk
EMP2563,40,Operations,4,17,11817,3,2,No,9.4,No,2,11,0,0.3976801953138069,Medium Risk
EMP2564,29,Finance,1,1,5725,4,3,No,7.3,No,3,15,0,0.4012542968145276,Medium Risk
EMP2565,33,Engineering,1,3,6175,3,4,No,9.3,No,2,12,0,0.4219963629182292,Medium Risk
EMP2566,28,Sales,2,6,7584,3,3,No,4.2,No,2,18,0,0.44603987152169966,Medium Risk
EMP2567,44,Operations,2,3,5072,4,1,No,3.5,No,2,17,0,0.5414971378340049,Medium Risk
EMP2568,46,Finance,5,15,16318,4,1,No,20.5,No,3,7,0,0.3727921970889124,Medium Risk
EMP2569,35,Sales,1,1,3508,3,2,Yes,1.7,No,4,17,0,0.6981449786281193,High Risk
EMP2570,38,Marketing,2,6,7523,3,1,No,8.5,No,3,13,0,0.5797122087653611,Medium Risk
EMP2571,23,Operations,1,0,4026,2,3,No,9.6,No,3,19,0,0.5663776759626845,Medium Risk
EMP2572,35,Marketing,3,5,10275,5,3,No,1.6,No,3,15,0,0.3188154116503522,Medium Risk
EMP2573,37,Engineering,4,15,14839,4,4,No,12.0,No,3,23,0,0.26124528581712403,Low Risk
EMP2574,60,Marketing,3,18,11631,3,2,No,8.1,Yes,3,17,0,0.43780754188927185,Medium Risk
EMP2575,26,Marketing,1,0,4738,3,3,No,4.6,No,3,19,0,0.5004203653108062,Medium Risk
EMP2576,52,Marketing,2,2,7239,3,4,No,6.4,No,4,19,1,0.447102278894725,Medium Risk
EMP2577,47,IT,2,4,8525,3,3,Yes,13.4,No,3,12,0,0.6510454168083801,High Risk
EMP2578,40,Sales,3,17,10523,3,3,Yes,3.8,No,3,20,0,0.536669403868316,Medium Risk
EMP2579,55,Marketing,4,11,12324,3,4,No,2.9,No,4,13,0,0.3214762001741684,Medium Risk
EMP2580,41,Sales,4,11,11734,3,2,No,4.6,No,3,12,0,0.4104092012376743,Medium Risk
EMP2581,41,Sales,3,18,11351,4,1,No,7.8,No,3,13,0,0.4331681980759503,Medium Risk
EMP2582,37,Finance,3,14,12020,5,3,No,14.0,Yes,2,15,0,0.23672148240442228,Low Risk
EMP2583,50,IT,2,8,10324,1,3,Yes,17.6,No,3,12,0,0.7596638654459921,High Risk
EMP2584,48,Sales,3,10,9639,4,3,No,15.5,Yes,2,15,1,0.3426947840955481,Medium Risk
EMP2585,31,IT,1,0,6203,4,3,No,13.5,No,2,17,0,0.46828633183904267,Medium Risk
EMP2586,24,Engineering,1,1,5770,5,4,Yes,17.9,No,3,15,1,0.4830958974687931,Medium Risk
EMP2587,35,Engineering,3,5,11492,3,3,No,11.2,No,3,21,0,0.4404263027161556,Medium Risk
